ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0001697,Ca-Na Gapon selectivity coefficient,Water variable,,GKCN_vr,AqueChemDatatype.txt,"The Ca-Na Gapon selectivity coefficient (GKCN) is a measure of the ion exchange selectivity of a soil, which indicates the affinity of a soil's exchange sites for calcium (Ca) in relation to sodium (Na). In situations where excess sodium is present in the soil, a low GKCN value would indicate the soil has a higher ability to retain calcium and prevent the undesirable effects of sodium.",,,,Class,,NONE,NA,Coefficient,Soil,NA,Sodium,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001698,Ca-K Gapon selectivity coefficient,Water variable,,GKCK_vr,AqueChemDatatype.txt,"Ca-K Gapon selectivity coefficient, represented as GK:CK, refers to the quantification of the preferential adsorption of calcium (Ca) and potassium (K) ions by soil particles. It indicates the affinity, or preference, of soil particles for one cation over another. Larger selectivity coefficients for a given cation indicate a stronger affinity for that cation. This parameter is crucial in soil science as it helps in understanding nutrient availability and soil fertility.",,,,Class,,NONE,NA,Coefficient,Soil,Ion selectivity,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001699,Salt tracer concentration in rain,Water variable,,trcsalt_rain_mole_conc_col,AqueChemDatatype.txt,"The mass concentration of dissolved salt tracers present in incoming precipitation, representing atmospheric deposition of ionic compounds. This parameter quantifies salt inputs from marine sources, road deicing applications, and industrial emissions, affecting soil chemistry and ecosystem salt loading.",,,,Class,,g m-3,NA,Concentration,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001700,Soil aqueous salt content micropore,Soil and water variable,,trcSalt_solml_vr,AqueChemDatatype.txt,Soil aqueous salt content microre is a parameter that refers to the concentration of dissolved salts in the soil water. It represents the amount of salts present in the water content of the soil.,,,,Class,,mol d-2,Aqueous,Content,Micropore,Soil,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001701,Exchangeable tracers,Water variable,,trcx_solml_vr,AqueChemDatatype.txt,The molar concentration of chemical tracers bound to soil exchange sites that can be readily displaced by other ions in soil solution. This parameter represents reversibly sorbed tracers controlling ion exchange processes and chemical mobility in soil-water systems.,,,,Class,,mol d-2,NA,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001702,Salt precipitate in micropore,Water variable,,trcp_saltpml_vr,AqueChemDatatype.txt,"The mass of crystalline salt deposits formed within soil micropore spaces when solution concentrations exceed saturation limits. This parameter controls salt storage and release during wetting-drying cycles, affecting soil salinity and plant stress in arid and semi-arid environments.",,,,Class,,g m-3,NA,NA,Micropore,Salt,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001703,Measured electrical conductivity,Water variable,,ElectricConductivity_vr,AqueChemDatatype.txt,"Electrical conductivity (ECND) is a measure of a material's ability to conduct an electric current. In the context of soil science, electrical conductivity is used as a proxy for determining the salinity of the soil, which can affect plant growth and productivity.",,,,Class,,dS m-1,NA,NA,Soil,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,This may be more of a concept.,
BERVO:0001704,Solution ion strength,Water variable,,SolutesIonStrenth_vr,AqueChemDatatype.txt,"The molar concentration measure of total dissolved ions in soil solution, quantifying the electrical charge contribution of all ionic species. This parameter affects ion activity coefficients, chemical reaction rates, and solute transport processes in soil-water systems.",,,,Class,,mol m-3,NA,NA,Solution,Ion,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001705,Solution ion concentration,Water variable,,SolutesIonConc_vr,AqueChemDatatype.txt,"Solution ion concentration refers to the measurement of the amount of ions present in a solution. This parameter is an important aspect of earth systems modeling as it helps in understanding the chemical composition and behavior of various solutions, such as oceans, lakes, and rivers. Solution ion concentration is typically expressed in units of moles per liter (M), and it provides valuable information about the presence and abundance of different ions, which plays a significant role in determining the physical and chemical properties of the solution.",,,,Class,,mol m-3,NA,Concentration,Solution,Ion,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001706,Salt tracer in macropores,Soil and water variable,,trcSalt_soHml_vr,AqueChemDatatype.txt,"The mass concentration of dissolved salt tracers present within soil macropore water phases. This parameter quantifies salt storage in large pore spaces and preferential flow pathways, controlling rapid salt transport and ecosystem salinity patterns during precipitation events.",,,,Class,,g /d2,NA,NA,Macropore,Salt,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001707,Salt tracer transport thru macropores,Soil and water variable,,trcSalt_TransptMacP_3D,AqueChemDatatype.txt,"The mass transport rate of dissolved salt tracers moving through soil macropore systems in three-dimensional flow domains. This parameter quantifies preferential salt transport through large pore networks, essential for understanding rapid contaminant movement and groundwater quality impacts.",,,,Class,,g/d2/h,NA,NA,Macropore,Salt,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001708,Salt tracer transport thru micropores,Soil and water variable,,trcSalt_TransptMicP_3D,AqueChemDatatype.txt,"The movement of salt tracers through small pore spaces in soil or sediment that are typically less than 30 micrometers in diameter and filled with relatively immobile water. This transport process is important for understanding solute movement in low-permeability zones, contaminant fate and transport, and the connectivity between different porosity domains in subsurface hydrological systems.",,,,Class,,g/d2/h,NA,NA,Micropore,Salt,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001709,Number of ions when the salt is fully dissociated,Water variable,,trcSaltIonNumber,AqueChemDatatype.txt,"The total count of individual ions produced when a salt compound completely dissociates in aqueous solution, indicating the ionic strength contribution of the dissolved salt. This parameter is fundamental for calculating solution conductivity, osmotic pressure, and chemical activity coefficients in groundwater, surface water, and soil solution chemistry applications.",,,,Class,,NONE,NA,Count,NA,Salt,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001710,Total dissolved organic carbon micropore-macropore transfer,Water variable,,DOM_Mac2MicPore_flx_vr,AqueChemDatatype.txt,"Total DOC micropore-macropore transfer refers to the total amount of dissolved organic carbon (DOC) that is transferred from the micropores to the macropores in the soil. This process plays a crucial role in soil carbon cycling and turnover, influencing soil fertility and ecosystem productivity. The amount of DOC transferred can be influenced by factors such as soil texture, organic matter content, and microbial activity.",,,,Class,,g d-2 h-1,Total,NA,Macropore|Micropore,Dissolved organic carbon,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001711,Total non-salt solute micropore to macropore transfer,Water variable,,trcs_Mac2MicPore_flx_vr,AqueChemDatatype.txt,"The total flux of dissolved substances other than salts moving from small micropore spaces to larger macropore spaces in soil or sediment systems. This transfer process affects solute transport rates, contaminant mobility, and nutrient availability by controlling the exchange between slow-moving and fast-moving water domains in structured porous media.",,,,Class,,g d-2 h-1,Total,NA,Macropore|Micropore,Salt,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001712,Total salt micropore-macropore transfer non-band,Water variable,,trcSalt_Mac2MicPore_flx_vr,AqueChemDatatype.txt,"Total salt micropore-macropore transfer refers to the movement or exchange of salt between the micropores and macropores in a system, excluding any specific band or direction of transfer. Micropores refer to very small-sized pores or channels within the system, while macropores indicate larger-sized pores or channels. The transfer of salt between these two types of pores influences the overall salt distribution and transport within the system being modeled.",,,,Class,,g d-2 h-1,Total,NA,Macropore|Micropore,Salt,Non-band,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001713,Total solute ammonium transformation non-band,Water variable,,trcn_GeoChem_soil_vr,AqueChemDatatype.txt,"Total solute NH4 transformation non-band refers to the total amount of transformation of ammonium (NH4) solute in a non-banded or uniform manner across a particular environment or medium. This typically includes processes like nitrification, volatilization, immobilization, mineralization, uptake by crops, and leaching. These processes are driven by multiple factors including temperature, soil moisture, and the presence of microorganisms.",,,,Class,,mol d-2 h-1,Total,NA,NA,Ammonium,Solute,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001714,Total solute ammonia transformation non-band,Water variable,,TRChem_sol_NH3_soil_vr,AqueChemDatatype.txt,"Total solute NH3 transformation (non-band) refers to the total change in the form or properties of ammonium (NH3) dissolved in a solution, not limited to a specific band or section of land. This includes processes like mineralization (conversion to mineral form), nitrification (conversion to nitrate), and immobilization (conversion to organic nitrogen compounds). The measurement helps in understanding nitrogen cycling in ecosystems.",,,,Class,,mol d-2 h-1,Total,NA,Solution,Ammonia,Non-band,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001715,Total solute nutrient transformation band,Water variable,,trcn_RChem_band_soil_vr,AqueChemDatatype.txt,"The total rate of chemical transformation of dissolved nutrients within a specific soil zone or treatment band, representing the net change in nutrient speciation or concentration. This parameter quantifies biogeochemical processes such as nitrification, denitrification, or phosphorus sorption that affect nutrient availability and mobility in managed agricultural or engineered soil systems.",,,,Class,,mol d-2 h-1,Total,NA,NA,NA,Band,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001716,Total salt solute transformation non-band,Water variable,,trcSalt_RGeoChem_flx_vr,AqueChemDatatype.txt,"Total salt solute transformation non-band refers to the process of converting soluble salts in a non-band environment. This transformation occurs through chemical reactions, such as dissolution, precipitation, adsorption, and desorption, that occur outside of specific bands or zones. It accounts for the overall change in the concentration of dissolved salts in the system, excluding any changes that occur within distinct bands or localized areas.",,,,Class,,mol d-2 h-1,Total,NA,NA,Salt,Non-band,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001717,Total solute bicarbonate transformation,Water variable,,TRChem_HCO3_col,AqueChemDatatype.txt,"Total solute HCO3 transformation refers to the total transformation of bicarbonate (HCO3) solute in a given system. This transformation can occur through various processes, such as dissolution, precipitation, or biological uptake. Understanding this transformation is crucial as HCO3 plays a significant role in maintaining pH balance in aquatic environments, influencing the ability of water bodies to buffer against acidity.",,,,Class,,mol d-2 h-1,Total,NA,NA,Bicarbonate,Solute,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001718,Total solute carbon dioxide transformation,Water variable,,TProd_CO2_geochem_soil_vr,AqueChemDatatype.txt,"Total solute CO2 transformation refers to the total alteration or conversion of solute CO2, which indicates CO2 dissolved in a solvent, in a particular system or environment over time. It's a key parameter in understanding the carbon cycle and the impact of CO2 fluxes.",,,,Class,,mol d-2 h-1,Total,NA,NA,Carbon dioxide,Solute,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001719,Total solute water transformation,Water variable,,TRChem_H2O_vr,AqueChemDatatype.txt,"Total solute H2O transformation refers to the total change in the form, structure, or composition of dissolved substances in water (H2O). It is a comprehensive measure that includes all the processes that can transform solutes in water, including biological activity (e.g., microbial degradation, plant uptake), chemical reactions (e.g., oxidation, reduction), and physical processes (e.g., sorption, volatilization). This parameter is crucial in earth systems modeling, as it determines the fate and transport of solutes in aquatic environments.",,,,Class,,mol d-2 h-1,Total,NA,Water,Solute,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001720,Total solute iron trihydroxide transformation,Water variable,,TRChem_FeO3H3_soil_vr,AqueChemDatatype.txt,"Total solute FeOH3 transformation refers to the total changes or conversions that the iron trihydroxide (FeOH3) solute undergoes in a given system. These transformations can include processes such as precipitation, dissolution, oxidation, reduction, sorption, desorption, or biological uptake and release. The parameter 'TRFE3' is valuable in earth systems and geochemical modeling as it influences nutrient cycling, soil formation, and the mobility and bioavailability of nutrients and contaminants.",,,,Class,,mol d-2 h-1,Total,NA,NA,Iron trihydroxide,Solute,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001721,Total adsorbed hydrogen transformation,Water variable,,TRChem_H_p_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed H transformation refers to the total amount of hydrogen (H) that undergoes transformation while being adsorbed on the surface of a material. In environmental science, this process plays a crucial role in various processes such as nutrient adsorption, contaminant removal, and catalyst activity.",,,,Class,,mol d-2 h-1,Total,NA,NA,Hydrogen,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001722,Total adsorbed aluminum transformation,Water variable,,TRChem_Al_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed Al transformation refers to the process of transforming aluminum in the soil by adsorption. This is a key process in the soil and plays a critical role in soil structure stabilization, nutrient cation supply, and buffering soil solution pH.",,,,Class,,mol d-2 h-1,Total,NA,Soil,Aluminum,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001723,Total adsorbed calcium transformation,Water variable,,TRChem_Ca_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed Ca transformation refers to the total change or conversion of calcium (Ca) ions that are adsorbed or attached to the surface of a material, such as soil particles. This process plays a crucial role in the nutrient cycle in soils, influencing nutrient availability to plants and soil pH balance.",,,,Class,,mol d-2 h-1,Total,NA,NA,Calcium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001724,Total adsorbed magnesium transformation,Water variable,,TRChem_Mg_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed Mg transformation refers to the total amount of magnesium that is adsorbed by the soil and is subsequently transformed, usually by microorganisms. It is an important parameter in soil chemistry and nutrient cycling as it could affect the availability of Magnesium, a key nutrient, for plant uptake.",,,,Class,,mol d-2 h-1,Total,NA,Soil,Magnesium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001725,Total adsorbed sodium transformation,Water variable,,TRChem_Na_sorbed_soil_vr,AqueChemDatatype.txt,Total adsorbed Na transformation refers to the total transformation or changes in the adsorbed Sodium (Na) in the soil. Adsorbed sodium refers to Sodium ions that are attached to the surfaces of soil particles. This parameter is significant for understanding the sodium cycling and its availability in the soils.,,,,Class,,mol d-2 h-1,Total,NA,Soil,Sodium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001726,Total adsorbed potassium transformation,Water variable,,TRChem_K_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed K transformation refers to the total change in the amount of potassium (K) that is adsorbed onto the surfaces of solid particles, such as soil or sediments, over a certain period of time. This is an important aspect of nutrient cycling in terrestrial and aquatic environments.",,,,Class,,mol d-2 h-1,Total,NA,NA,Potassium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001727,Total adsorbed carboxyl groups transformation,Water variable,,TRChem_HCO3_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed COOH transformation refers to the total change or conversion of adsorbed carboxyl groups (COOH) in a system. These groups often attach to surfaces and contribute to important processes in various environmental systems, including soil chemistry, water treatment, and atmospheric chemistry.",,,,Class,,mol d-2 h-1,Total,NA,NA,Carboxyl,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001728,Total adsorbed aluminum hydroxide transformation,Water variable,,TRChem_AlO2H2_sorbed_soil_vr,AqueChemDatatype.txt,"Total adsorbed AlOH2 transformation refers to the total change in the quantity of adsorbed AlOH2 (Aluminum Hydroxide) in a certain period of time. This transformation can occur as a result of various biogeochemical processes such as adsorption, desorption, chemical reactions, and biological activity. The transformation rate of adsorbed AlOH2 is an important parameter in environmental and earth system modeling as it influences water quality, soil fertility, and nutrient availability.",,,,Class,,mol d-2 h-1,Total,NA,NA,Aluminum hydroxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001729,Total solute potassium sulfate transformation,Water variable,,TRChem_KSO4_soil_soil_vr,AqueChemDatatype.txt,"Total solute KSO4 transformation refers to the total amount of transformation of solute potassium sulfate (KSO4) in the soil solution. This includes the processes of dissolution, precipitation, adsorption, desorption, and biological uptake, all of which modulate the potassium supply to plants and determine the fertility of the soil. Monitoring the transformation of KSO4 in soil solution can help understand nutrient cycling and soil fertility.",,,,Class,,mol d-2 h-1,Total,NA,NA,Potassium sulfate,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001730,Total iron adsorption,Water variable,,TRChem_Fe_sorbed_soil_vr,AqueChemDatatype.txt,"The total amount of dissolved iron that becomes bound to soil particles, mineral surfaces, or organic matter through sorption processes in terrestrial or aquatic systems. This parameter is important for understanding iron bioavailability, redox chemistry, and the role of iron in controlling phosphorus cycling and trace metal mobility in environmental systems.",,,,Class,,mol m-2,Total,NA,NA,Iron,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001731,Total iron hydroxide adsorption,Water variable,,TRChem_FeO2H2_sorbed_soil_vr,AqueChemDatatype.txt,"The total amount of iron hydroxide (FeOH2) that becomes adsorbed to solid surfaces in soil or aquatic systems, representing an important iron mineral phase. This parameter controls iron bioavailability and affects the sorption of phosphorus and other trace elements, playing a crucial role in biogeochemical cycling and water chemistry in iron-rich environments.",,,,Class,,mol m-2,Total,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001732,Total adsorbed hydroxide transformation non-band,Water variable,,trcx_TRSoilChem_vr,AqueChemDatatype.txt,"Total adsorbed OH- transformation non-band refers to the overall quantity of hydroxide ions (OH-) that undergo transformation through adsorption (attachment to the surface) in a non-band region in a given Earth system. This parameter represents the cumulative amount of OH- transformations occurring outside specific band regions, such as oceanic areas with specific temperature, salinity, or other physical characteristics. It is a measure of the chemical reactions and exchanges involving OH- that take place within the Earth system, which can have implications for various biogeochemical processes.",,,,Class,,mol d-2 h-1,Total,NA,NA,NA,Non-band,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001733,Total solute carbon dioxide transformation boundary,Water variable,,Txchem_CO2_vr,AqueChemDatatype.txt,The total rate of carbon dioxide transformation at interfaces or boundaries between different environmental compartments such as soil-atmosphere or water-sediment interfaces. This parameter quantifies carbon dioxide production or consumption processes that occur at critical zone boundaries and affects atmospheric carbon exchange and pH regulation in terrestrial and aquatic ecosystems.,,,,Class,,mol d-2 h-1,Total,NA,NA,Carbon dioxide,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001734,Total solute ion transformation boundary,Water variable,,TBION_vr,AqueChemDatatype.txt,"The total rate of ionic species transformation occurring at boundaries between different environmental phases or compartments, such as soil-water or sediment-water interfaces. This parameter captures chemical processes including precipitation, dissolution, and speciation changes that control ion mobility and bioavailability at critical interfaces in environmental systems.",,,,Class,,mol d-2 h-1,Total,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001735,Total gaseous ammonia transformation,Water variable,,TRChem_gas_NH3_geochem_vr,AqueChemDatatype.txt,"The total rate of ammonia gas transformation processes including volatilization from solution, dissolution into water, or chemical conversion to other nitrogen species. This parameter is crucial for understanding nitrogen losses from agricultural systems, atmospheric nitrogen deposition, and the cycling of reactive nitrogen between gaseous and dissolved phases in environmental systems.",,,,Class,,mol d-2 h-1,Total,NA,NA,Ammonia,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001736,Total precipitated phosphorus containing transformation non-band,Water variable,,trcp_RChem_soil_vr,AqueChemDatatype.txt,The term 'total precipitated P containing transformation non-band' refers to the amount of phosphorous (P) that is transformed and then deposited onto the Earth's surface in forms other than bands within a specified time period. This parameter is a component of earth system models and is used to quantify and simulate the cycling and distribution of phosphorous in terrestrial and aquatic ecosystems. It provides valuable information for understanding nutrient dynamics and their impact on ecosystem health and functioning.,,,,Class,,mol d-2 h-1,Total,NA,NA,Phosphorus,Non-band,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001737,Cumulative volatile tracer error,Water variable,,trcg_mass_cumerr_col,AqueChemDatatype.txt,The accumulated error in mass balance calculations for volatile tracer compounds that can partition between liquid and gas phases in environmental systems. This parameter quantifies uncertainty in tracer transport models and helps assess the reliability of contaminant fate and transport predictions in systems where volatilization represents a significant loss pathway.,,,,Class,,g/d2,Total,NA,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001738,Water flux into the grid due to runoff,Soil and water variable,,TXGridSurfRunoff_2DH,SoilWaterDataType.txt,"The volumetric rate of water entering a model grid cell or computational unit as a result of surface runoff from surrounding areas or upstream locations. This flux represents lateral water movement that affects local water balance, soil moisture conditions, and hydrological connectivity between landscape units in watershed and catchment-scale hydrological modeling applications.",,,,Class,,m3 d-2 h-1,NA,Flux,Soil,Water,Runoff,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001739,Heat flux into the grid due to runoff,Soil and water variable,,THeatXGridBySurfRunoff_2DH,SoilWaterDataType.txt,"The rate of thermal energy transfer into a model grid cell or computational unit carried by surface runoff water from surrounding areas. This heat flux affects local soil temperature, energy balance, and thermal processes by transporting sensible heat through lateral water movement, which is important for modeling temperature dynamics in hydrologically connected landscape systems.",,,,Class,,MJ d-2 h-1,NA,Heat flux,Soil,Heat,Runoff,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001740,Bottom level ID,Soil and water variable,,iPondBotLev_col,SoilWaterDataType.txt,"A numerical identifier that specifies the lowest computational layer or depth level in a layered environmental model, typically representing the bottom boundary of a soil profile or water column. This identifier is used in multi-layered modeling frameworks to define vertical domain boundaries and establish lower boundary conditions for heat, water, and solute transport calculations.",,,,Class,,NONE,NA,NA,Soil,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,Don't know what this means,
BERVO:0001741,Air concentration,Soil and water variable,,ThetaAir_vr,SoilWaterDataType.txt,"The volumetric fraction of air-filled pore space in soil, representing the proportion of total soil volume occupied by gas phase under current moisture conditions. This parameter controls gas exchange rates, root respiration, and microbial aerobic processes, and is fundamental for understanding soil aeration status and oxygen availability in terrestrial ecosystems.",,,,Class,,m3 m-3,NA,Concentration,Soil,Air,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001742,Soil air content,Soil and water variable,,VLsoiAirP_vr,SoilWaterDataType.txt,"Soil air content refers to the volume or percentage of air space in a soil sample. It determines the amount of oxygen available to roots and soil organisms. Proper soil aeration is essential for the health of soil ecosystems, as it affects root growth, nutrient uptake by plants, and the activity of soil microorganisms. It is considered a key factor in soil health, productivity, and sustainability. Typically, a soil with an air content of about 50% is considered ideal for plant growth. More compacted soils have less air space and can become waterlogged, while lighter, sandy soils may have higher air space but less water and nutrient retention.",,,,Class,,m3 d-2,NA,Content,Soil,Air,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001743,Volumetric water content,Soil and water variable,,THETW_vr,SoilWaterDataType.txt,"The volume of water present in soil expressed as a fraction of the total soil volume, representing the three-dimensional water storage capacity and current moisture status of soil systems. This fundamental parameter controls plant water availability, microbial activity, and biogeochemical processes, and is essential for understanding soil hydrology, irrigation management, and ecosystem water balance in terrestrial environments.",,,,Class,,m3 m-3,NA,Content,Soil,Water,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001744,Volumetric ice content,Soil and water variable,,THETI_vr,SoilWaterDataType.txt,"The volume of ice present in soil expressed as a fraction of the total soil volume, representing the frozen water component that occupies pore spaces in cold climate soils. This parameter is crucial for understanding freeze-thaw processes, soil thermal dynamics, and hydrological changes in seasonally frozen soils and permafrost regions where ice content affects soil structure, water movement, and biogeochemical processes.",,,,Class,,m3 m-3,NA,Content,Soil,Ice,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001745,Volumetric moblize water,Soil and water variable,,ThetaH2OZ_vr,SoilWaterDataType.txt,"The volume of mobile or readily moveable water in soil expressed as a fraction of total soil volume, representing the water fraction that can flow freely through soil pores under gravitational or pressure gradients. This parameter is important for understanding water transport processes, drainage capacity, and the portion of soil water that contributes to groundwater recharge, runoff generation, and solute transport in terrestrial hydrological systems.",,,,Class,,m3 m-3,NA,Volume,Water,Water,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001746,Volumetric mobile ice,Soil and water variable,,ThetaICEZ_vr,SoilWaterDataType.txt,"The volume of mobile or moveable ice in soil expressed as a fraction of total soil volume, representing frozen water that can redistribute or flow under pressure gradients during freeze-thaw cycles. This parameter is important for understanding ice redistribution processes, frost heave mechanics, and seasonal changes in soil structure and hydrology in cold climate regions where mobile ice affects soil stability and water movement patterns.",,,,Class,,m3 m-3,NA,Volume,Soil,Ice,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0001747,Soil micropore water content,Soil and water variable,,VLWatMicP_vr,SoilWaterDataType.txt,"The micropore water flux is the volume of water moving through the micropores in the soil per unit time. This can be influenced by various factors, including soil type, texture, precipitation, and evaporation rates among others.",,,,Class,,m3 d-2,NA,Content,Micropore,Water,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0001748,Soil micropore ice content,Soil and water variable,,VLiceMicP_vr,SoilWaterDataType.txt,"The volume of ice present within the smallest pore spaces of soil, typically less than 30 micrometers in diameter, representing frozen water trapped in fine soil pores during freezing processes. This parameter is crucial for understanding water and ice distribution in structured soils, controls soil thermal properties during freeze-thaw cycles, and affects microbial habitat and biogeochemical processes in seasonally frozen and permafrost soils.",,,,Class,,m3 d-2,NA,Content,Micropore,Ice,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
